2011. 3. 86.2 11.1
2011. 4. 66.2 9.8
2011. 5. 87.5 6.5
2011. 6. 92.6 4.4
2011. 7. 161.8 2.7
2011. 8. 68.2 3.2
2011. 9. 69.6 6.9
2011. 10. 63.9 9.2
2011. 11. 48.9 11.2
2011. 12. 21.7 15.1
2012. 1. 57.3 16.6
2012. 2. 46.6 13.0
2012. 3. 58.6 13.3
2012. 4. 74.1 8.1
2012. 5. 202.5 6.4
2012. 6. 185.2 2.9
2012. 7. 85.9 3.1
2012. 8. 106.3 4.7
2012. 9. 46.3 7.5
2012. 10. 75.0 8.9
2012. 11. 80.4 11.9
2012. 12. 85.4 11.6
2013. 1. 39.5 17.0
2013. 2. 70.0 15.0
2013. 3. 32.1 11.7
2013. 4. 30.9 11.3
2013. 5. 189.6 7.3
2013. 6. 111.3 6.3
2013. 7. 140.9 2.8
2013. 8. 267.3 3.3
2013. 9. 80.4 5.7
2013. 10. 11.0 10.1
2013. 11. 48.6 10.7
2013. 12. 33.9 14.0
2014. 1. 78.9 13.5
2014. 2. 24.8 14.1
2014. 3. 22.4 11.5
2014. 4. 100.1 9.3
2014. 5. 248.2 6.1
2014. 6. 92.5 4.6
2014. 7. 72.9 3.1
2014. 8. 120.7 6.6
2014. 9. 72.7 7.0
2014. 10. 77.7 9.5
2014. 11. 79.7 11.0
2014. 12. 66.8 13.2
2015. 1. 34.3 15.4
2015. 2. 13.9 15.2
2015. 3. 163.6 12.4
2015. 4. 57.2 9.4
2015. 5. 251.8 7.3
2015. 6. 109.5 4.5
2015. 7. 159.3 4.5
2015. 8. 158.4 4.5
2015. 9. 26.6 6.0
2015. 10. 9.1 8.0
2015. 11. 30.9 11.4
2015. 12. 24.4 13.1
2016. 1. 4.4 16.5
2016. 2. 34.4 14.2
2016. 3. 18.9 13.8
2016. 4. 32.0 6.8
2016. 5. 10.4 5.3
2016. 6. 7.4 4.3
2016. 7. 40.4 3.7
2016. 8. 121.0 5.5
2016. 9. 39.0 7.6
2016. 10. 39.8 9.7
2016. 11. 126.4 11.9
2016. 12. 53.8 13.3
2017. 1. 124.6 12.6
2017. 2. 76.8 14.6
2017. 3. 112.1 11.7
2017. 4. 111.2 8.8
2017. 5. 136.4 6.0
2017. 6. 142.4 2.0
2017. 7. 239.3 3.6
2017. 8. 156.6 4.5
2017. 9. 41.5 6.5
2017. 10. 81.4 8.0
2017. 11. 19.2 10.9
2017. 12. 85.2 13.1
2018. 1. 22.1 14.1
2018. 2. 16.3 15.0
2018. 3. 96.3 10.5
2018. 4. 165.2 8.0
2018. 5. 75.4 5.9
2018. 6. 172.2 1.1
2018. 7. 35.7 1.5
2018. 8. 85.2 4.9
2018. 9. 132.0 6.3
2018. 10. 37.2 8.2
2018. 11. 78.6 10.4
2018. 12. 15.8 13.9
2019. 1. 34.8 12.1
2019. 2. 12.4 14.2
2019. 3. 67.2 11.6
2019. 4. 101.0 9.0
2019. 5. 52.6 6.1
2019. 6. 174.4 3.4
2019. 7. 91.2 3.4
2019. 8. 75.4 4.8
2019. 9. 24.4 5.7
2019. 10. 23.8 8.1
2019. 11. 74.2 10.6
2019. 12. 51.8 12.6
2020. 1. 28.6 14.1
2020. 2. 73.0 13.0
2020. 3. 23.0 13.0
2020. 4. 91.8 9.0
2020. 5. 201.4 6.5
2020. 6. 204.4 3.0
2020. 7. 141.2 0.8
2020. 8. 116.8 3.9
2020. 9. 54.4 6.1
2020. 10. 39.0 8.3
2020. 11. 34.6 12.1
2020. 12. 31.0 13.1
2021. 1. 54.4 13.5
2021. 2. 6.4 16.2
2021. 3. 42.6 13.2
2021. 4. 80.6 10.8
2021. 5. 82.4 5.7
2021. 6. 127.3 2.4
2021. 7. 103.8 5.1
2021. 8. 87.0 4.4
2021. 9. 15.4 7.2
2021. 10. 89.2 9.1
2021. 11. 19.4 11.6
2021. 12. 12.4 15.7
